OBJECTID,HoodName,HoodID,F2021_Population_Projection,Assault_2014,Assault_2015,Assault_2016,Assault_2017,Assault_2018,Assault_2019,Assault_2020,Assault_2021,Assault_Rate2014,Assault_Rate2015,Assault_Rate2016,Assault_Rate2017,Assault_Rate2018,Assault_Rate2019,Assault_Rate2020,Assault_Rate2021,AutoTheft_2014,AutoTheft_2015,AutoTheft_2016,AutoTheft_2017,AutoTheft_2018,AutoTheft_2019,AutoTheft_2020,AutoTheft_2021,AutoTheft_Rate2014,AutoTheft_Rate2015,AutoTheft_Rate2016,AutoTheft_Rate2017,AutoTheft_Rate2018,AutoTheft_Rate2019,AutoTheft_Rate2020,AutoTheft_Rate2021,BreakAndEnter_2014,BreakAndEnter_2015,BreakAndEnter_2016,BreakAndEnter_2017,BreakAndEnter_2018,BreakAndEnter_2019,BreakAndEnter_2020,BreakAndEnter_2021,BreakAndEnter_Rate2014,BreakAndEnter_Rate2015,BreakAndEnter_Rate2016,BreakAndEnter_Rate2017,BreakAndEnter_Rate2018,BreakAndEnter_Rate2019,BreakAndEnter_Rate2020,BreakAndEnter_Rate2021,Robbery_2014,Robbery_2015,Robbery_2016,Robbery_2017,Robbery_2018,Robbery_2019,Robbery_2020,Robbery_2021,Robbery_Rate2014,RobberyRate_2015,Robbery_Rate2016,Robbery_Rate2017,Robbery_Rate2018,Robbery_Rate2019,Robbery_Rate2020,Robbery_Rate2021,TheftOver_2014,TheftOver_2015,TheftOver_2016,TheftOver_2017,TheftOver_2018,TheftOver_2019,TheftOver_2020,TheftOver_2021,TheftOver_Rate2014,TheftOver_Rate2015,TheftOver_Rate2016,TheftOver_Rate2017,TheftOver_Rate2018,TheftOver_Rate2019,TheftOver_Rate2020,TheftOver_Rate2021,Homicide_2014,Homicide_2015,Homicide_2016,Homicide_2017,Homicide_2018,Homicide_2019,Homicide_2020,Homicide_2021,Homicide_Rate2014,Homicide_Rate2015,Homicide_Rate2016,Homicide_Rate2017,Homicide_Rate2018,Homicide_Rate2019,Homicide_Rate2020,Homicide_Rate2021,Shootings_2014,Shootings_2015,Shootings_2016,Shootings_2017,Shootings_2018,Shootings_2019,Shootings_2020,Shootings_2021,Shooting_Rate2014,Shootings_Rate2015,Shootings_Rate2016,Shootings_Rate2017,Shootings_Rate2018,Shootings_Rate2019,Shootings_Rate2020,Shootings_Rate2021,TheftfromMotorVehicle_2014,TheftfromMotorVehicle_2015,TheftfromMotorVehicle_2016,TheftfromMotorVehicle_2017,TheftfromMotorVehicle_2018,TheftfromMotorVehicle_2019,TheftfromMotorVehicle_2020,TheftfromMotorVehicle_2021,TheftfromMotorVehicle_Rate2014,TheftfromMotorVehicle_Rate2015,TheftfromMotorVehicle_Rate2016,TheftfromMotorVehicle_Rate2017,TheftfromMotorVehicle_Rate2018,TheftfromMotorVehicle_Rate2019,TheftfromMotorVehicle_Rate2020,TheftfromMotorVehicle_Rate2021,Shape__Area,Shape__Length
52,Kensington-Chinatown,078,21842,347,398,377,447,456,400,429,405,1830.941,2118.035,2017.014,2316.542,2287.09,1945.052,2023.967,1854.226,26,23,31,31,26,44,58,22,137.1887,122.399,165.8552,160.6551,130.4043,213.9557,273.6365,100.7234,103,99,81,107,241,278,175,100,543.4783,526.848,433.3636,554.519,1208.747,1351.811,825.6275,457.8335,75,56,62,100,75,51,38,29,395.7366,298.015,331.7104,518.2421,376.1661,247.9942,179.2791,132.7717,18,36,20,27,25,37,27,22,94.97678,191.5811,107.0034,139.9254,125.3887,179.9173,127.3825,100.7234,0,1,5,1,1,0,0,2,0,5.321697,26.75084,5.182421,0,0,0,9.156670635,2,4,5,9,5,3,6,7,10.55298,21.28679,26.75084,46.64179,25.07774,14.58789,28.30723,32.04834722,557,533,528,413,279,337,195,92,2939.004,2836.464,2824.889,2140.34,1399.338,1638.707,919.9849,421.2068492,2933884.16796875,6945.3228614643
53,Kingsway South,015,10564,25,32,29,23,33,31,12,32,264.2986,338.1591,305.3274,237.2357,332.7284,306.3544,116.2002,302.9156,18,15,9,22,12,30,18,35,190.295,158.5121,94.75679,226.9211,120.9921,296.472,174.3004,331.3139,25,23,27,31,18,25,21,9,264.2986,243.0519,284.2704,319.7524,181.4882,247.06,203.3504,85.195,14,21,13,15,16,13,4,14,148.0072,221.9169,136.8709,154.7189,161.3228,128.4712,38.73342,132.5256,3,3,2,6,4,4,3,3,31.71583,31.70242,21.05706,61.88757,40.33071,39.5296,29.05006,28.39833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,35,21,28,27,23,15,18,274.8705,369.8616,221.0992,288.8087,272.2323,227.2952,145.2503,170.3900038,5044043.3125,11141.4384436735
54,Runnymede-Bloor West Village,089,10883,32,43,41,41,34,46,34,27,313.664,417.9627,394.8382,391.1841,320.8152,429.9066,315.0482,248.0934,16,10,11,21,27,31,17,21,156.832,97.20062,105.9322,200.3626,254.765,289.7196,157.5241,192.9615,24,25,22,19,22,27,30,13,235.248,243.0016,211.8644,181.2804,207.5863,252.3364,277.9837,119.4524,14,22,16,17,20,20,7,6,137.228,213.8414,154.0832,162.1983,188.7149,186.9159,64.86286,55.13186,1,1,1,2,2,2,3,8,9.802,9.720062,9.6302,19.08215,18.87148,18.69159,27.79837,73.50914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9.720062,0,0,0,0,0,0,33,30,18,22,21,36,16,25,323.466,291.6019,173.3436,209.9036,198.1506,336.4486,148.258,229.7160709,3047962.94140625,9332.37240265452
55,Forest Hill South,101,12736,20,11,10,20,13,27,25,16,179.6138,99.33177,90.49773,175.5156,110.6665,222.9746,200.8032,125.6281,5,13,9,12,23,20,38,69,44.90346,117.3921,81.44797,105.3093,195.7947,165.1664,305.2209,541.7714,48,18,29,67,42,35,33,25,431.0732,162.5429,262.4435,587.9772,357.5381,289.0412,265.0602,196.294,1,1,2,5,8,15,5,2,8.980692,9.030161,18.09955,43.87889,68.10249,123.8748,40.16064,15.70352,5,5,5,8,2,4,7,3,44.90346,45.1508,45.24887,70.20623,17.02562,33.03328,56.2249,23.55528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.775779,0,0,0,0,25,10,16,17,25,30,47,27,224.5173,90.30161,144.7964,149.1882,212.8203,247.7496,377.51,211.9974874,4747339.92578125,9947.13685544304
56,Henry Farm,053,23757,59,62,67,69,72,82,84,97,403.9159,401.5544,409.4353,386.3382,370.981,391.2587,372.5882,408.3007,13,11,10,15,15,22,21,31,88.99843,71.24352,61.10975,83.98656,77.28772,104.9718,93.14704,130.4879,38,26,12,28,22,39,33,24,260.1492,168.3938,73.3317,156.7749,113.3553,186.0865,146.3739,101.0229,2,6,4,12,9,6,6,8,13.69207,38.8601,24.4439,67.18925,46.37263,28.62868,26.61344,33.67429,2,3,1,10,5,13,6,6,13.69207,19.43005,6.110975,55.99104,25.76257,62.02882,26.61344,25.25571,0,1,0,1,1,0,0,0,0,6.476684,0,5.599104,0,0,0,0,1,5,0,1,3,5,3,1,6.846033,32.38342,0,5.599104,15.45754,23.85724,13.30672,4.209285684,28,32,33,21,24,82,40,103,191.6889,207.2539,201.6622,117.5812,123.6603,391.2587,177.4229,433.5564255,4976506.85546875,11278.4139841554
57,Annex,095,35687,242,255,279,280,269,309,279,332,776.0887,812.5159,880.4595,864.0109,811.145,910.8596,804.4983,930.3107,17,14,21,25,34,29,39,38,54.51863,44.60872,66.27114,77.14383,102.5239,85.4852,112.4567,106.4814,156,109,124,117,173,212,204,156,500.2886,347.3107,391.3153,361.0331,521.6657,624.9263,588.2353,437.134,48,53,47,68,49,39,44,54,153.935,168.8759,148.3211,209.8312,147.755,114.9629,126.8743,151.3156,23,19,22,31,46,41,33,34,73.76051,60.5404,69.42691,95.65835,138.7088,120.8584,95.15571,95.27279,0,0,0,0,2,1,0,0,0,0,0,0,3.015409,2.947766,0,0,0,0,5,1,2,1,0,1,0,0,15.77884,3.085753,6.030818,2.947766,0,2.802140836,128,189,168,191,219,183,141,82,410.4932,602.2177,530.1691,589.3788,660.3745,539.4411,406.5744,229.7755485,5337390.52734375,10514.1216736845
58,Caledonia-Fairbank,109,10871,56,57,59,68,59,74,50,64,546.2349,555.6639,573.2608,653.9719,561.21,696.6673,466.0266,588.7223,9,4,10,6,11,9,8,8,87.78775,38.99396,97.16284,57.7034,104.6324,84.7298,74.56426,73.59029,28,19,13,10,9,9,10,10,273.1174,185.2213,126.3117,96.17234,85.60829,84.7298,93.20533,91.98785,11,9,13,9,9,15,7,2,107.2961,87.7364,126.3117,86.55511,85.60829,141.2163,65.24373,18.39757,5,1,1,1,1,2,2,4,48.77097,9.748489,9.716285,9.617234,9.512033,18.82885,18.64107,36.79514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,0,2,2,0,9.748489,9.716285,9.617234,38.04813,0,18.64107,18.39757152,16,11,11,20,20,22,19,20,156.0671,107.2334,106.8791,192.3447,190.2407,207.1173,177.0901,183.9757152,2955907.18359375,6849.94787989849
59,Humber Heights-Westmount,008,12505,23,33,31,38,37,38,23,32,207.2446,296.0172,276.3662,330.924,314.5991,315.4051,186.6126,255.8976,27,26,17,25,15,19,23,20,243.2871,233.2257,151.5557,217.7131,127.5402,157.7025,186.6126,159.936,19,20,23,31,29,23,9,16,171.202,179.4044,205.0459,269.9643,246.5777,190.9031,73.02232,127.9488,12,5,11,5,5,4,2,1,108.1276,44.85109,98.06544,43.54263,42.51339,33.20053,16.22718,7.996801,1,2,4,6,3,5,1,5,9.010633,17.94044,35.66016,52.25115,25.50804,41.50066,8.11359,39.984,1,0,1,1,2,0,0,2,9.010632546,0,8.91504,8.708526,0,0,0,15.99360256,1,4,6,3,3,7,0,5,9.010633,35.88087,53.49024,26.12558,25.50804,58.10093,0,39.9840064,70,36,28,23,35,14,35,33,630.7443,322.9279,249.6211,200.2961,297.5938,116.2019,283.9756,263.8944422,5364912.41796875,12578.6497042922
60,Roncesvalles,086,16289,96,122,133,124,101,119,121,102,617.1649,786.7922,857.014,792.3323,639.0787,746.5027,752.8153,626.1895,16,8,12,21,25,15,16,18,102.8608,51.59293,77.32457,134.1853,158.1878,94.09698,99.54582,110.504,38,37,45,48,75,95,68,67,244.2944,238.6173,289.9671,306.7093,474.5634,595.9476,423.0697,411.3205,28,20,36,25,25,24,24,12,180.0064,128.9823,231.9737,159.7444,158.1878,150.5552,149.3187,73.66935,2,2,3,12,5,10,4,8,12.8576,12.89823,19.33114,76.67731,31.63756,62.73132,24.88646,49.1129,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,1,2,0,0,19.33114,19.16933,12.65502,18.8194,6.221614,12.27822457,26,29,35,61,55,46,52,43,167.1488,187.0244,225.53,389.7764,348.0132,288.5641,323.5239,263.9818282,2875441.5078125,8521.60672821332
61,University,079,8579,136,157,154,158,139,137,86,99,1697.03,1973.85,1943.953,1964.685,1700.722,1649.013,1019.803,1153.981,10,12,13,9,11,15,7,11,124.7816,150.8675,164.1,111.9125,134.5895,180.5489,83.00723,128.2201,73,60,51,64,73,92,60,32,910.9059,754.3375,643.7768,795.822,893.1849,1107.366,711.4906,373.0038,53,21,38,24,23,13,13,10,661.3427,264.0181,479.6768,298.4332,281.4144,156.4757,154.1563,116.5637,7,10,7,4,20,8,5,5,87.34715,125.7229,88.36153,49.73887,244.7082,96.29273,59.29088,58.28185,0,0,0,0,0,1,0,0,0,0,0,0,12.23541,12.03659,0,0,0,0,0,1,0,1,0,0,0,0,0,12.43472,0,12.03659,0,0,92,74,76,129,81,73,58,22,1147.991,930.3495,959.3537,1604.079,991.0682,878.6711,687.7742,256.4401445,2687122.5703125,6872.97594865935
62,Hillcrest Village,048,18644,66,63,44,57,73,75,52,45,372.9656,359.7328,253.1209,323.4593,408.3916,413.9758,283.3942,241.3645,14,10,23,19,25,27,25,38,79.11392,57.10044,132.3132,107.8198,139.8601,149.0313,136.2472,203.8189,35,48,34,30,42,36,18,20,197.7848,274.0821,195.5934,170.2417,234.965,198.7084,98.09799,107.2731,20,8,16,25,18,17,14,9,113.0199,45.68035,92.04395,141.8681,100.6993,93.83452,76.29844,48.2729,6,5,2,4,8,6,8,4,33.90597,28.55022,11.50549,22.6989,44.75525,33.11806,43.59911,21.45462,0,0,0,0,0,1,0,1,0,0,0,0,5.594406,5.519678,0,5.363655868,1,0,0,0,1,1,0,0,5.650995,0,0,0,5.594406,5.519678,0,0,28,48,21,21,37,48,31,57,158.2278,274.0821,120.8077,119.1692,206.993,264.9445,168.9465,305.7283845,10365663.9296875,13263.8608919278
63,Mount Dennis,115,14869,97,105,110,101,89,92,72,98,699.8052,754.3104,783.9783,711.7187,619.5615,632.7808,489.696,659.0894,27,14,18,15,16,23,24,26,194.7911,100.5747,128.2874,105.7008,111.3818,158.1952,163.232,174.8604,18,20,31,17,21,14,22,15,129.8608,143.6782,220.9393,119.7942,146.1887,96.29273,149.6293,100.881,26,13,34,34,10,16,19,11,187.5767,93.39081,242.3206,239.5885,69.61365,110.0488,129.2253,73.97942,3,1,0,5,1,5,3,3,21.64346,7.183908,0,35.2336,6.961364,34.39026,20.404,20.1762,0,0,0,0,1,3,1,1,0,0,0,0,20.88409,20.63416,6.801333,6.725401843,3,1,3,1,4,4,1,2,21.64346,7.183908,21.38123,7.04672,27.84546,27.51221,6.801333,13.45080369,20,54,19,18,31,29,41,33,144.2897,387.931,135.4144,126.841,215.8023,199.4635,278.8546,221.9382608,4075453.91015625,9475.15900140282
64,Dorset Park,126,27478,135,168,196,193,201,165,130,140,528.8725,656.2756,760.9286,740.7407,761.306,617.3071,480.5737,509.4985,51,42,43,43,82,60,73,47,199.7963,164.0689,166.9384,165.0355,310.5825,224.4753,269.8606,171.0459,91,83,71,88,66,57,71,38,356.4993,324.2314,275.6425,337.7471,249.9811,213.2515,262.4672,138.2924,35,39,58,35,37,38,24,17,137.1151,152.3497,225.1728,134.3312,140.1409,142.1677,88.72131,61.86768,6,10,12,4,15,8,5,4,23.50545,39.06403,46.58747,15.35214,56.81388,29.93004,18.4836,14.5571,0,0,0,1,0,2,0,3,0,0,0,3.838035,7.575184,7.48251,0,10.91782517,1,4,10,7,7,8,7,5,3.917574,15.62561,38.82289,26.86625,26.51314,29.93004,25.87705,18.19637528,78,100,67,59,63,78,113,91,305.5708,390.6403,260.1134,226.4441,238.6183,291.8179,417.7295,331.1740301,11532476.265625,14645.2285077094
65,Edenbridge-Humber Valley,009,18056,25,23,29,27,24,34,32,34,158.9421,145.3029,181.6132,164.9762,142.9593,197.594,181.6221,188.3031,26,22,28,18,18,23,37,29,165.2998,138.9854,175.3507,109.9841,107.2194,133.6665,210.0006,160.6114,43,40,46,42,45,53,23,16,273.3804,252.7007,288.0761,256.6296,268.0486,308.0142,130.5409,88.6132,6,7,4,3,5,3,8,0,38.1461,44.22263,25.0501,18.33068,29.78318,17.43476,45.40553,0,3,4,2,4,5,10,1,2,19.07305,25.27007,12.52505,24.44091,29.78318,58.11588,5.675691,11.07665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,18.78757,0,0,11.62318,5.675691,11.07665042,85,83,47,37,23,32,28,24,540.4031,524.354,294.3387,226.0785,137.0026,185.9708,158.9193,132.9198051,10542943.6523438,15466.9062958088
66,Dovercourt-Wallace Emerson-Junction,093,41010,227,224,264,265,271,297,260,295,609.0526,595.4596,693.4777,686.3862,690.9035,746.025,644.282,719.3367,30,30,30,32,43,37,63,44,80.49153,79.74905,78.80428,82.88438,109.6268,92.93914,156.1145,107.2909,75,68,78,90,141,186,157,95,201.2288,180.7645,204.8911,233.1123,359.4738,467.2076,389.0472,231.6508,57,53,42,70,58,49,39,34,152.9339,140.89,110.326,181.3096,147.8687,123.0816,96.6423,82.90661,10,8,11,8,13,8,12,10,26.83051,21.26641,28.8949,20.72109,33.14297,20.09495,29.73609,24.3843,1,3,0,2,0,2,0,0,2.683051166,7.974905,0,5.180274,5.098919,5.023737,0,0,0,2,1,3,3,3,5,3,0,5.316604,2.626809,7.77041,7.648378,7.535606,12.39004,7.315288954,119,63,99,115,242,204,217,70,319.2831,167.473,260.0541,297.8657,616.9692,512.4212,537.7277,170.6900756,7125483.33203125,12750.8461344776
67,Newtonbrook West,036,26537,141,126,156,122,172,166,183,208,579.9128,515.8649,634.0948,488.7429,678.3405,644.9106,700.7467,783.8113,49,24,47,34,52,60,62,91,201.53,98.25998,191.0414,136.207,205.0797,233.1002,237.4115,342.9174,54,42,54,87,54,53,32,35,222.0943,171.955,219.4944,348.5298,212.9673,205.9052,122.5349,131.8913,27,8,16,46,28,20,23,18,111.0471,32.75333,65.03536,184.2801,110.4275,77.70008,88.07199,67.82982,7,9,6,18,9,12,9,9,28.79,36.84749,24.38826,72.1096,35.49456,46.62005,34.46295,33.91491,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,1,4.112857,0,4.06471,0,0,0,19.14608,3.768323473,62,66,45,53,61,88,100,83,254.9971,270.2149,182.912,212.3227,240.5742,341.8803,382.9217,312.7708482,9015912.19921875,11964.2951648213
68,Niagara,082,39218,220,240,215,219,220,232,182,263,761.2983,780.0566,653.7538,642.6434,622.2775,633.4125,479.8186,670.6104,20,21,18,16,18,30,27,24,69.20894,68.25495,54.73287,46.95111,50.91362,81.90679,71.18188,61.19639,67,66,70,88,71,148,109,92,231.85,214.5155,212.8501,258.2311,200.8259,404.0735,287.3639,234.5862,28,16,9,10,12,18,21,17,96.89252,52.00377,27.36644,29.34444,33.94241,49.14407,55.36369,43.34744,14,17,17,12,15,18,11,23,48.44626,55.25401,51.69216,35.21333,42.42801,49.14407,29.00003,58.64654,0,2,1,0,2,0,1,0,0,6.500471,3.040715,0,0,0,2.636366,0,1,4,4,3,7,1,3,9,3.460447,13.00094,12.16286,8.803333,19.79974,2.730226,7.909098,22.94864603,122,105,70,124,89,99,83,89,422.1745,341.2747,212.8501,363.8711,251.7395,270.2924,218.8184,226.9366107,6192941.20703125,15209.9382790085
69,Beechborough-Greenbrook,112,7223,62,72,62,65,53,70,52,63,916.0756,1065.877,913.9151,947.1077,761.6037,993.1896,729.3127,872.2137,10,7,9,12,14,13,15,18,147.7541,103.6269,132.6651,174.8506,201.1783,184.4495,210.3787,249.2039,20,15,11,16,25,11,7,7,295.5083,222.0577,162.1462,233.1342,359.247,156.0726,98.17672,96.91264,19,11,18,11,14,12,4,13,280.7328,162.8423,265.3302,160.2798,201.1783,170.2611,56.10098,179.9806,2,5,4,2,0,3,3,0,29.55083,74.01924,58.96227,29.14178,0,42.56527,42.07574,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,27.68932576,1,3,0,1,0,5,0,5,14.77541,44.41155,0,14.57089,0,70.94211,0,69.22331441,9,17,9,18,12,8,21,13,132.9787,251.6654,132.6651,262.276,172.4386,113.5074,294.5302,179.9806175,3509984.45703125,8867.03239345696
70,High Park North,088,24874,88,114,103,114,110,99,89,100,388.6239,500.8787,448.2159,488.2227,462.924,409.7682,362.4221,402.0262,10,15,7,9,20,27,18,20,44.16181,65.9051,30.46127,38.5439,84.168,111.755,73.29886,80.40524,17,70,28,54,61,67,32,38,75.07507,307.5571,121.8451,231.2634,256.7124,277.3179,130.3091,152.77,21,27,30,37,26,16,18,12,92.7398,118.6292,130.5483,158.4582,109.4184,66.22517,73.29886,48.24314,6,2,2,2,4,5,4,5,26.49709,8.787346,8.70322,8.56531,16.8336,20.69536,16.28864,20.10131,1,0,0,0,0,0,0,0,4.416180887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,22,18,46,30,46,46,29,158.9825,96.6608,78.32898,197.0021,126.252,190.3974,187.3193,116.5876015,3598875.45703125,8733.53671277669
71,High Park-Swansea,087,26999,81,101,86,85,73,100,77,80,339.5942,416.3747,347.8824,337.9991,285.1006,383.9361,290.6318,296.3073,15,14,10,14,20,26,41,25,62.88781,57.7153,40.45144,55.67043,78.10974,99.82339,154.752,92.59602,46,50,32,40,45,54,50,29,192.8559,206.1261,129.4446,159.0584,175.7469,207.3255,188.722,107.4114,17,39,14,21,12,22,10,9,71.27285,160.7783,56.63201,83.50565,46.86584,84.46594,37.7444,33.33457,7,5,5,9,3,13,8,4,29.34764,20.61261,20.22572,35.78814,11.71646,49.91169,30.19552,14.81536,0,0,0,0,0,2,0,0,0,0,0,0,7.810975,7.678722,0,0,0,1,5,5,2,4,2,2,0,4.122521,20.22572,19.8823,7.810975,15.35744,7.548879,7.407681766,53,69,51,53,26,57,50,30,222.2036,284.454,206.3023,210.7523,101.5427,218.8436,188.722,111.1152265,10240383.8632813,14668.0893126026
72,Highland Creek,134,14240,52,50,73,68,50,64,35,40,396.3112,385.208,567.3428,517.5432,372.9951,467.358,251.022,280.8989,25,11,8,14,20,27,15,28,190.5343,84.74577,62.17456,106.553,149.1981,197.1666,107.5809,196.6292,28,36,35,29,30,33,14,6,213.3984,277.3498,272.0137,220.7169,223.7971,240.9814,100.4088,42.13483,18,31,11,18,5,14,2,2,137.1847,238.829,85.49001,136.9967,37.29951,102.2346,14.34412,14.04494,3,5,1,1,3,1,2,1,22.86411,38.5208,7.77182,7.610929,22.37971,7.302468,14.34412,7.022472,0,1,0,0,1,1,0,1,0,7.70416,0,0,7.459903,7.302468,0,7.02247191,0,2,0,1,3,1,1,0,0,15.40832,0,7.610929,22.37971,7.302468,7.172058,0,27,27,32,53,21,44,46,24,205.777,208.0123,248.6982,403.3792,156.658,321.3086,329.9146,168.5393258,10076712.9726563,13732.8620950741
73,North St.James Town,074,20968,157,161,139,159,178,231,236,271,822.5494,838.8475,716.6426,808.7076,890.9355,1139.278,1145.909,1292.446,23,10,16,14,11,21,27,20,120.5009,52.10233,82.49123,71.20695,55.05781,103.5707,131.0998,95.38344,71,72,53,48,71,70,61,45,371.9809,375.1368,273.2522,244.1381,355.3731,345.2357,296.1884,214.6127,35,29,23,37,28,33,39,16,183.3709,151.0968,118.5812,188.1898,140.1472,162.754,189.3663,76.30676,7,3,8,8,3,15,9,3,36.67418,15.6307,41.24562,40.68969,15.01577,73.97909,43.69993,14.30752,0,1,0,0,0,0,0,0,0,5.210233,0,0,0,0,0,0,1,0,2,1,4,2,0,1,5.239168,0,10.3114,5.086211,20.02102,9.863878,0,4.769172072,93,92,157,54,91,99,77,40,487.2426,479.3414,809.4453,274.6554,455.4782,488.262,373.8772,190.7668829,811339.76953125,3559.34759144401
74,Oakridge,121,16026,159,183,141,166,166,161,156,187,1121.14,1287.372,986.7731,1134.5,1106.445,1047.904,991.4204,1166.854,21,15,11,11,15,8,21,21,148.075,105.5223,76.98229,75.1777,99.98,52.06977,133.4604,131.0371,63,67,58,69,65,51,36,29,444.2251,471.3331,405.9066,471.5692,433.2467,331.9448,228.7893,180.9559,48,32,30,37,37,32,28,23,338.4572,225.1143,209.9517,252.8704,246.6173,208.2791,177.9473,143.5168,2,4,10,1,4,6,4,5,14.10238,28.13929,69.9839,6.834336,26.66133,39.05233,25.42104,31.1993,0,1,0,0,0,0,1,0,0,7.034822,0,0,0,0,6.355259,0,3,12,3,6,5,2,8,3,21.15358,84.41787,20.99517,41.00602,33.32667,13.01744,50.84207,18.71958068,34,74,71,54,59,49,46,66,239.7405,520.5768,496.8857,369.0541,393.2547,318.9274,292.3419,411.830775,3596100.87109375,10807.4725466112
75,Rosedale-Moore Park,098,24151,64,110,108,109,133,131,148,143,298.9676,513.6107,502.1154,494.6676,588.73,565.9236,624.657,592.108,10,27,12,5,31,32,53,72,46.71369,126.0681,55.7906,22.69117,137.2228,138.2409,223.6948,298.1243,98,27,60,72,62,101,99,64,457.7942,126.0681,278.953,326.7529,274.4456,436.3228,417.8449,264.9994,14,20,20,31,27,21,22,29,65.39917,93.38376,92.98433,140.6853,119.5166,90.72058,92.85443,120.0778,7,9,9,10,11,14,10,8,32.69958,42.02269,41.84295,45.38235,48.69196,60.48039,42.20656,33.12492,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.140615295,0,1,1,0,0,1,1,1,0,4.669188,4.649217,0,0,4.320028,4.220656,4.140615295,88,40,42,53,71,64,51,34,411.0805,186.7675,195.2671,240.5264,314.2845,276.4818,215.2534,140.78092,8934156.34765625,13367.7932220119
76,Oakwood Village,107,22760,106,136,136,118,126,158,115,99,485.2369,622.7106,621.2031,534.9048,566.0123,704.6022,509.1199,434.9736,19,11,24,10,29,38,24,29,86.97643,50.3663,109.6241,45.33092,130.2727,169.4613,106.2511,127.4165,25,29,23,41,19,49,32,35,114.4427,132.7839,105.0564,185.8568,85.35106,218.5159,141.6681,153.7786,34,19,31,24,18,42,23,13,155.642,86.99634,141.5978,108.7942,80.8589,187.2993,101.824,57.11775,2,2,2,5,2,2,3,8,9.155413,9.157509,9.13534,22.66546,8.984323,8.919015,13.28139,35.14938,1,0,0,0,0,2,2,0,4.577706569,0,0,0,8.984323,8.919015,8.854259,0,0,3,11,1,7,15,7,3,0,13.73626,50.24437,4.533092,31.44513,66.89262,30.98991,13.18101933,26,40,26,62,35,50,48,56,119.0204,183.1502,118.7594,281.0517,157.2256,222.9754,212.5022,246.0456942,4248079.78515625,8767.28724916581
77,Wexford/Maryvale,119,30161,190,217,202,202,210,245,175,218,669.0612,759.7241,702.2179,695.6881,715.9661,827.3673,585.9898,722.7877,59,53,44,71,89,102,94,91,207.7611,185.5547,152.9584,244.524,303.4332,344.455,314.7603,301.7141,125,92,75,87,100,88,80,70,440.1718,322.095,260.7245,299.6281,340.9362,297.1768,267.8811,232.0878,49,35,25,34,35,31,29,27,172.5474,122.5361,86.90816,117.096,119.3277,104.6873,97.10689,89.51958,17,16,13,11,13,14,13,15,59.86337,56.01653,45.19224,37.88401,44.32171,47.27813,43.53067,49.7331,2,0,2,0,1,1,1,1,7.042749489,0,6.952652,0,3.409362,3.377009,3.348513,3.315539936,3,2,4,3,4,3,2,4,10.56412,7.002066,13.9053,10.332,13.63745,10.13103,6.697027,13.26215974,113,130,117,134,97,88,136,143,397.9153,455.1343,406.7302,461.4961,330.7081,297.1768,455.3978,474.1222108,19681592.453125,19656.9925633734
78,Eglinton East,138,25218,189,182,209,209,188,199,153,163,804.1185,776.6161,890.8781,878.1882,778.1457,811.6155,614.8282,646.3637,18,21,22,30,12,27,33,41,76.58271,89.60956,93.77664,126.0557,49.66887,110.1187,132.61,162.5823,41,76,65,56,45,58,23,30,174.4384,324.3013,277.0674,235.304,186.2583,236.5512,92.42516,118.9626,68,48,45,37,36,36,23,17,289.3125,204.8219,191.8159,155.4687,149.0066,146.8249,92.42516,67.41216,8,3,6,1,6,8,8,1,34.03676,12.80137,25.57545,4.201857,24.83444,32.62776,32.14788,3.965421,0,0,0,1,1,2,2,3,0,0,0,4.201857,8.278146,8.15694,8.03697,11.89626457,1,2,3,10,1,6,11,7,4.254595,8.534244,12.78772,42.01857,4.139073,24.47082,44.20333,27.75795067,29,49,41,53,67,63,92,50,123.3833,209.089,174.7656,222.6984,277.3179,256.9436,369.7006,198.2710762,6178742.50390625,13864.0680139155
